build_failed,NC,src_churn,test_churn,ConfigF,FilesA,FilesD,FilesM,srcF,docF,otherF,NUC,elapsed_days,same_committer,proj_fail_rate_history,proj_fail_rate_recent,comm_fail_rate_history,comm_fail_rate_recent,NDEV,prev_build_result,day_week,classif_build,TFC,BMsg,maintC,fixC,buildF,mergeC,NS,ND,EXP,entropy,Assertion Roulette,Conditional Test Logic,Constructor Initialization,CyclomaticComplexity,DataClass,DeadCode,Duplicate Assert,DuplicatedCode,Eager Test,EmptyTest,Exception Catching Throwing,ExcessiveParameterList,General Fixture,GodClass,IgnoredTest,Lazy Test,LooseCoupling,Magic Number Test,Mystery Guest,NPathComplexity,Print Statement,Redundant Assertion,Resource Optimism,Sensitive Equality,Sleepy Test,TooManyFields,TooManyMethods,Unknown Test
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.194095477,0.001046901,0.010062893,0.0,1.0,0.0,6.0,7.0,2.0,0.754903211,0.0,0.0,0.0,0.0,2.0,2.0,795.0,0.9709506,110.0,105.0,88.0,218.0,152.0,197.0,109.0,47.0,62.0,41.0,110.0,15.0,106.0,48.0,99.0,61.0,19.0,109.0,107.0,46.0,100.0,98.0,107.0,107.0,85.0,16.0,53.0,101.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.194054846,0.001046682,0.010050251,0.0,1.0,0.0,6.0,7.0,2.0,0.754851329,0.0,0.0,0.0,0.0,2.0,2.0,796.0,0.9709506,106.0,99.0,104.0,218.0,152.0,197.0,101.0,47.0,62.0,32.0,110.0,15.0,106.0,48.0,109.0,62.0,19.0,105.0,106.0,46.0,99.0,100.0,110.0,34.0,77.0,16.0,53.0,109.0
0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.194014232,0.001046463,0.010037641,0.0,1.0,0.0,6.0,7.0,2.0,0.754799454,0.0,0.0,0.0,0.0,2.0,2.0,797.0,0.9852281,110.0,105.0,106.0,218.0,152.0,197.0,108.0,47.0,62.0,45.0,110.0,15.0,105.0,48.0,103.0,60.0,19.0,110.0,104.0,46.0,100.0,78.0,104.0,94.0,102.0,16.0,53.0,102.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.193973635,0.001046244,0.010025063,0.0,1.0,0.0,6.0,7.0,2.0,0.754747587,0.0,0.0,0.0,0.0,2.0,2.0,798.0,0.9709506,108.0,107.0,52.0,218.0,152.0,197.0,108.0,47.0,60.0,51.0,110.0,15.0,109.0,48.0,102.0,60.0,19.0,84.0,108.0,46.0,67.0,71.0,109.0,65.0,90.0,16.0,53.0,109.0
1,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.237789203,0.002142245,0.103910615,0.8,1.0,0.0,6.0,7.0,2.0,0.802572874,0.0,0.0,0.0,0.0,1.0,2.0,895.0,0.9182958,45.0,45.0,30.0,162.0,79.0,148.0,40.0,28.0,12.0,18.0,45.0,15.0,44.0,41.0,44.0,12.0,20.0,45.0,45.0,36.0,45.0,42.0,45.0,0.0,0.0,13.0,38.0,44.0
1,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.238115632,0.002141328,0.104910714,0.8,1.0,1.0,6.0,7.0,2.0,0.802508023,0.0,0.0,0.0,0.0,1.0,2.0,896.0,0.9182958,44.0,38.0,24.0,162.0,79.0,148.0,35.0,28.0,12.0,37.0,44.0,15.0,40.0,41.0,39.0,11.0,20.0,44.0,43.0,36.0,36.0,43.0,44.0,0.0,0.0,13.0,38.0,41.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.192283759,0.001037129,0.009546539,0.0,1.0,0.0,6.0,7.0,2.0,0.752770857,0.0,0.0,0.0,0.0,2.0,2.0,838.0,0.9709506,109.0,109.0,94.0,218.0,152.0,197.0,108.0,47.0,62.0,63.0,110.0,15.0,100.0,48.0,102.0,59.0,19.0,108.0,109.0,46.0,95.0,77.0,110.0,84.0,100.0,16.0,53.0,105.0
0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.192243882,0.001036914,0.009535161,0.0,1.0,0.0,6.0,7.0,2.0,0.75271929,0.0,0.0,0.0,0.0,2.0,2.0,839.0,0.9852281,110.0,102.0,55.0,218.0,152.0,197.0,109.0,47.0,60.0,26.0,110.0,15.0,107.0,48.0,100.0,60.0,19.0,109.0,109.0,46.0,109.0,92.0,109.0,29.0,87.0,16.0,53.0,109.0
0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.192204022,0.001036699,0.00952381,0.0,1.0,0.0,6.0,7.0,2.0,0.752667731,0.0,0.0,0.0,0.0,2.0,2.0,840.0,0.9852281,109.0,107.0,96.0,218.0,152.0,197.0,105.0,47.0,54.0,95.0,110.0,15.0,106.0,48.0,104.0,58.0,19.0,109.0,110.0,46.0,107.0,108.0,110.0,77.0,89.0,16.0,53.0,106.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.192164179,0.001036484,0.009512485,0.0,1.0,0.0,6.0,7.0,2.0,0.752616179,0.0,0.0,0.0,0.0,2.0,2.0,841.0,0.9709506,107.0,110.0,105.0,218.0,152.0,197.0,107.0,47.0,61.0,101.0,110.0,15.0,100.0,48.0,95.0,62.0,19.0,110.0,107.0,46.0,110.0,96.0,107.0,104.0,55.0,16.0,53.0,108.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.192124352,0.001036269,0.009501188,0.0,1.0,0.0,6.0,7.0,2.0,0.752564634,0.0,0.0,0.0,0.0,2.0,2.0,842.0,0.9709506,109.0,103.0,30.0,218.0,152.0,197.0,93.0,47.0,60.0,31.0,110.0,15.0,106.0,48.0,101.0,60.0,19.0,102.0,110.0,46.0,102.0,98.0,110.0,94.0,103.0,16.0,53.0,110.0
1,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.252834943,0.002099958,0.137634409,0.8,1.0,1.0,6.0,7.0,2.0,0.801109935,0.0,0.0,0.0,0.0,1.0,2.0,930.0,0.9182958,45.0,32.0,41.0,162.0,79.0,148.0,45.0,28.0,12.0,2.0,45.0,15.0,42.0,41.0,38.0,12.0,20.0,45.0,45.0,36.0,45.0,44.0,45.0,0.0,0.0,13.0,38.0,45.0
1,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.253148615,0.002099076,0.138560687,0.8,1.0,1.0,6.0,7.0,2.0,0.80104542,0.0,0.0,0.0,0.0,1.0,2.0,931.0,0.9182958,44.0,35.0,8.0,162.0,79.0,148.0,45.0,28.0,12.0,40.0,44.0,15.0,43.0,41.0,39.0,11.0,20.0,44.0,44.0,36.0,44.0,40.0,44.0,0.0,0.0,13.0,38.0,44.0
1,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.253462023,0.002098196,0.139484979,0.8,1.0,1.0,6.0,7.0,2.0,0.800980915,0.0,0.0,0.0,0.0,1.0,2.0,932.0,0.9182958,43.0,20.0,31.0,162.0,79.0,148.0,44.0,28.0,12.0,13.0,44.0,15.0,16.0,41.0,43.0,12.0,20.0,30.0,39.0,36.0,30.0,34.0,39.0,0.0,0.0,13.0,38.0,32.0
1,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.253775168,0.002097315,0.140407288,0.8,1.0,1.0,6.0,7.0,2.0,0.800916422,0.0,0.0,0.0,0.0,1.0,2.0,933.0,0.9182958,44.0,44.0,34.0,162.0,79.0,148.0,45.0,28.0,12.0,26.0,45.0,15.0,43.0,41.0,43.0,12.0,20.0,44.0,44.0,36.0,44.0,37.0,44.0,0.0,0.0,13.0,38.0,43.0
1,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25408805,0.002096436,0.141327623,0.8,1.0,1.0,6.0,7.0,2.0,0.800851939,0.0,0.0,0.0,0.0,1.0,2.0,934.0,0.9182958,40.0,36.0,41.0,162.0,79.0,148.0,45.0,28.0,12.0,17.0,45.0,15.0,38.0,41.0,36.0,12.0,20.0,35.0,45.0,36.0,29.0,17.0,45.0,0.0,0.0,13.0,38.0,42.0
0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,5.0,2.0,1.0,1.0,0.407129456,0.009380863,0.321022727,1.0,1.0,0.0,5.0,0.0,4.0,1.086689986,0.0,0.0,0.0,0.0,3.0,7.0,352.0,2.6464393,23.0,22.0,31.0,112.0,32.0,97.0,35.0,27.0,8.0,0.0,37.0,1.0,24.0,29.0,22.0,8.0,17.0,35.0,23.0,24.0,16.0,37.0,37.0,0.0,0.0,8.0,30.0,36.0
0,1.0,4.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,16.0,1.0,1.0,0.0,0.180685358,0.00097352,0.007455732,0.0,1.0,0.0,5.0,7.0,3.0,0.741372168,0.0,0.0,0.0,0.0,16.0,17.0,1073.0,4.001822,110.0,106.0,69.0,219.0,152.0,198.0,110.0,48.0,59.0,87.0,110.0,15.0,109.0,48.0,109.0,59.0,19.0,110.0,110.0,47.0,110.0,107.0,110.0,41.0,40.0,16.0,54.0,110.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.282884053,0.001623904,0.19972067,0.8,1.0,0.0,6.0,7.0,2.0,0.78678097,0.0,0.0,0.0,0.0,1.0,2.0,1432.0,0.9709506,69.0,69.0,57.0,189.0,112.0,180.0,67.0,41.0,33.0,66.0,69.0,15.0,64.0,46.0,64.0,33.0,20.0,62.0,67.0,40.0,58.0,66.0,67.0,0.0,58.0,14.0,48.0,68.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.282792208,0.001623377,0.199581298,0.8,1.0,0.0,6.0,7.0,2.0,0.786720681,0.0,0.0,0.0,0.0,1.0,2.0,1433.0,0.9709506,64.0,61.0,46.0,189.0,112.0,180.0,67.0,41.0,33.0,53.0,69.0,15.0,64.0,46.0,66.0,33.0,20.0,34.0,64.0,40.0,61.0,69.0,69.0,0.0,61.0,14.0,48.0,66.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.282700422,0.00162285,0.19944212,0.8,1.0,0.0,6.0,7.0,2.0,0.786660403,0.0,0.0,0.0,0.0,1.0,2.0,1434.0,0.9709506,68.0,67.0,59.0,189.0,112.0,180.0,62.0,41.0,29.0,28.0,69.0,15.0,64.0,46.0,56.0,32.0,20.0,60.0,69.0,40.0,64.0,61.0,69.0,0.0,64.0,14.0,48.0,66.0
0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,1.0,1.0,0.396258503,0.008503401,0.319261214,1.0,1.0,0.0,6.0,0.0,4.0,1.082633132,0.0,0.0,0.0,0.0,3.0,8.0,379.0,2.845351,36.0,36.0,31.0,117.0,53.0,102.0,38.0,29.0,9.0,0.0,36.0,2.0,16.0,29.0,37.0,9.0,17.0,36.0,30.0,25.0,23.0,30.0,36.0,0.0,0.0,9.0,31.0,33.0
1,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0,1.0,0.395585739,0.008488964,0.318421053,1.0,1.0,0.0,6.0,0.0,4.0,1.082500698,0.0,0.0,0.0,0.0,3.0,8.0,380.0,2.845351,35.0,38.0,30.0,117.0,53.0,102.0,36.0,29.0,9.0,0.0,38.0,2.0,8.0,29.0,23.0,9.0,17.0,35.0,38.0,25.0,32.0,34.0,35.0,0.0,0.0,9.0,31.0,38.0
0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0,1.0,0.396610169,0.008474576,0.320209974,1.0,1.0,1.0,6.0,0.0,4.0,1.082368318,0.0,0.0,0.0,0.0,3.0,8.0,381.0,2.845351,26.0,34.0,31.0,117.0,53.0,102.0,37.0,29.0,9.0,0.0,37.0,2.0,25.0,29.0,29.0,9.0,17.0,37.0,12.0,25.0,8.0,14.0,37.0,0.0,0.0,9.0,31.0,35.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.278646665,0.001595914,0.195488722,0.8,1.0,0.0,5.0,7.0,2.0,0.786223929,0.0,0.0,0.0,0.0,1.0,2.0,1463.0,0.9709506,69.0,59.0,40.0,188.0,112.0,181.0,65.0,41.0,30.0,64.0,69.0,15.0,67.0,45.0,67.0,33.0,20.0,52.0,69.0,41.0,43.0,66.0,69.0,0.0,30.0,14.0,48.0,69.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.278557754,0.001595405,0.195355191,0.8,1.0,0.0,6.0,7.0,2.0,0.786163875,0.0,0.0,0.0,0.0,1.0,2.0,1464.0,0.9709506,68.0,57.0,43.0,188.0,112.0,181.0,69.0,41.0,33.0,29.0,69.0,15.0,63.0,45.0,63.0,33.0,20.0,68.0,67.0,41.0,60.0,66.0,68.0,0.0,28.0,14.0,48.0,63.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2784689,0.001594896,0.195221843,0.8,1.0,0.0,6.0,7.0,2.0,0.786103831,0.0,0.0,0.0,0.0,1.0,2.0,1465.0,0.9709506,68.0,68.0,65.0,188.0,112.0,181.0,61.0,41.0,32.0,22.0,69.0,15.0,62.0,45.0,68.0,33.0,20.0,68.0,68.0,41.0,68.0,32.0,69.0,0.0,57.0,14.0,48.0,67.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.278380102,0.001594388,0.195088677,0.8,1.0,0.0,6.0,7.0,2.0,0.786043796,0.0,0.0,0.0,0.0,1.0,2.0,1466.0,0.9709506,68.0,69.0,11.0,188.0,112.0,181.0,66.0,41.0,32.0,42.0,69.0,15.0,56.0,45.0,65.0,32.0,20.0,69.0,69.0,41.0,66.0,67.0,69.0,0.0,43.0,14.0,48.0,66.0
1,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,1.0,1.0,0.42703533,0.007680492,0.371702638,1.0,1.0,1.0,6.0,0.0,4.0,1.077475268,0.0,0.0,0.0,0.0,3.0,8.0,417.0,2.845351,25.0,29.0,36.0,121.0,54.0,105.0,33.0,30.0,9.0,0.0,38.0,2.0,12.0,31.0,17.0,9.0,17.0,33.0,26.0,25.0,24.0,34.0,37.0,0.0,0.0,9.0,32.0,35.0
1,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0,1.0,0.42791411,0.007668712,0.373205742,1.0,1.0,1.0,6.0,0.0,4.0,1.077345015,0.0,0.0,0.0,0.0,3.0,8.0,418.0,2.845351,36.0,38.0,22.0,121.0,54.0,105.0,35.0,30.0,9.0,0.0,38.0,2.0,37.0,31.0,37.0,9.0,17.0,36.0,38.0,25.0,8.0,33.0,36.0,0.0,0.0,9.0,32.0,38.0
1,3.0,4.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,6.0,3.0,0.0,1.0,0.428790199,0.007656968,0.374701671,1.0,1.0,1.0,6.0,0.0,4.0,1.512252657,0.0,0.0,0.0,0.0,3.0,8.0,419.0,3.1820056,27.0,37.0,35.0,121.0,54.0,105.0,28.0,30.0,9.0,0.0,38.0,2.0,37.0,31.0,37.0,9.0,17.0,20.0,27.0,25.0,9.0,29.0,29.0,0.0,0.0,9.0,32.0,38.0
1,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,0.429663609,0.00764526,0.376190476,1.0,1.0,1.0,6.0,7.0,2.0,1.046426291,0.0,0.0,0.0,0.0,2.0,6.0,420.0,2.405639,36.0,16.0,38.0,121.0,54.0,105.0,31.0,30.0,8.0,0.0,37.0,2.0,37.0,31.0,33.0,8.0,17.0,27.0,36.0,25.0,27.0,36.0,37.0,0.0,0.0,9.0,32.0,34.0
1,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0,1.0,0.430534351,0.007633588,0.377672209,1.0,1.0,1.0,6.0,0.0,4.0,1.076954573,0.0,0.0,0.0,0.0,3.0,8.0,421.0,2.845351,38.0,35.0,36.0,121.0,54.0,105.0,31.0,30.0,9.0,0.0,38.0,2.0,34.0,31.0,34.0,7.0,17.0,38.0,37.0,25.0,35.0,37.0,38.0,0.0,0.0,9.0,32.0,34.0
1,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0,1.0,0.431402439,0.007621951,0.379146919,1.0,1.0,1.0,6.0,0.0,4.0,1.076824531,0.0,0.0,0.0,0.0,3.0,8.0,422.0,2.845351,34.0,36.0,33.0,121.0,54.0,105.0,31.0,30.0,9.0,0.0,38.0,2.0,32.0,31.0,17.0,9.0,17.0,34.0,36.0,25.0,25.0,28.0,34.0,0.0,0.0,9.0,32.0,36.0
1,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.432267884,0.00761035,0.380614657,1.0,1.0,1.0,6.0,7.0,2.0,0.637191157,0.0,0.0,0.0,0.0,1.0,2.0,423.0,0.9182958,34.0,34.0,33.0,121.0,54.0,105.0,30.0,30.0,9.0,0.0,37.0,2.0,36.0,31.0,30.0,9.0,17.0,34.0,31.0,25.0,6.0,31.0,37.0,0.0,0.0,9.0,32.0,37.0
1,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,0.433130699,0.007598784,0.382075472,1.0,1.0,1.0,6.0,7.0,2.0,1.045990746,0.0,0.0,0.0,0.0,2.0,6.0,424.0,2.405639,30.0,37.0,32.0,121.0,54.0,105.0,35.0,30.0,8.0,0.0,37.0,2.0,29.0,31.0,27.0,8.0,17.0,30.0,37.0,25.0,30.0,23.0,30.0,0.0,0.0,9.0,32.0,37.0
1,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0,1.0,0.433990895,0.007587253,0.383529412,1.0,1.0,1.0,6.0,0.0,4.0,1.076564607,0.0,0.0,0.0,0.0,3.0,8.0,425.0,2.845351,36.0,32.0,38.0,121.0,54.0,105.0,37.0,30.0,9.0,0.0,37.0,2.0,9.0,31.0,37.0,9.0,17.0,36.0,36.0,25.0,36.0,31.0,36.0,0.0,0.0,9.0,32.0,36.0
0,1.0,69.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.275634995,0.00156789,0.455696203,1.0,1.0,0.0,6.0,7.0,1.0,5.055474732,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,67.0,68.0,52.0,189.0,114.0,185.0,69.0,44.0,29.0,51.0,68.0,15.0,61.0,46.0,67.0,32.0,20.0,58.0,65.0,41.0,58.0,64.0,67.0,0.0,61.0,14.0,48.0,62.0
0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.275548589,0.001567398,0.243055556,0.6,1.0,0.0,6.0,1.0,3.0,3.296287803,0.0,0.0,0.0,0.0,2.0,3.0,144.0,1.5566567,74.0,75.0,28.0,185.0,102.0,180.0,74.0,41.0,32.0,73.0,75.0,15.0,75.0,45.0,75.0,31.0,20.0,74.0,60.0,42.0,58.0,63.0,71.0,0.0,42.0,14.0,46.0,75.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.275462238,0.001566907,0.191333333,0.8,1.0,0.0,6.0,7.0,2.0,0.785362408,0.0,0.0,0.0,0.0,1.0,2.0,1500.0,0.9709506,69.0,69.0,45.0,189.0,114.0,185.0,60.0,44.0,33.0,39.0,69.0,15.0,62.0,46.0,69.0,31.0,20.0,69.0,69.0,41.0,69.0,58.0,69.0,0.0,62.0,14.0,48.0,64.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.27537594,0.001566416,0.191205863,0.8,1.0,0.0,6.0,7.0,2.0,0.785302641,0.0,0.0,0.0,0.0,1.0,2.0,1501.0,0.9709506,69.0,63.0,46.0,189.0,114.0,185.0,69.0,44.0,31.0,67.0,69.0,15.0,68.0,46.0,68.0,25.0,20.0,69.0,69.0,41.0,69.0,53.0,69.0,0.0,63.0,14.0,48.0,69.0
0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.275289696,0.001565925,0.191078562,0.8,1.0,0.0,6.0,7.0,2.0,0.785242883,0.0,0.0,0.0,0.0,1.0,2.0,1502.0,0.9709506,68.0,69.0,55.0,189.0,114.0,185.0,61.0,44.0,29.0,65.0,69.0,15.0,66.0,46.0,68.0,29.0,20.0,68.0,68.0,41.0,68.0,65.0,68.0,0.0,62.0,14.0,48.0,67.0
0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,1.0,1.0,0.423545332,0.0067659,0.384615385,1.0,1.0,0.0,6.0,0.0,4.0,1.068954279,0.0,0.0,0.0,0.0,3.0,8.0,481.0,2.845351,34.0,31.0,11.0,121.0,54.0,105.0,35.0,30.0,8.0,0.0,38.0,2.0,20.0,30.0,30.0,9.0,17.0,16.0,34.0,26.0,10.0,37.0,38.0,0.0,0.0,9.0,32.0,38.0
